Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Jean-Sylvain Babin 37,  D(C)",181,91,25,2236,3,-,5,-,0.5,82.2,1.9,1,6.77,Granada,2015/2016
"Isaac Success 28,  AM(LR),FW",186,86,28(2),2434,6,2,10,1,1.9,64.9,0.6,1,6.72,Granada,2015/2016
"Rene Krhin 33,  DMC",189,80,16(8),1432,-,-,3,-,0.3,76.2,2.2,1,6.67,Granada,2015/2016
"Abdoulaye Doucouré 31,  M(C)",184,75,13(2),1156,-,2,5,-,0.7,83.9,0.9,-,6.66,Granada,2015/2016
"Adalberto Peñaranda 26,  AM(L),FW",185,83,21(2),1678,5,3,8,-,1,75.8,0.5,-,6.62,Granada,2015/2016
"Dimitri Foulquier 30,  D(CLR),M(R)",183,72,16(5),1526,1,1,5,-,0.3,71.2,0.6,-,6.6,Granada,2015/2016
"Cristiano Biraghi 31,  D(L),M(L)",185,78,32,2822,-,1,8,1,0.3,70.2,0.9,-,6.55,Granada,2015/2016
"Andrés Fernández 37,  GK",187,82,37,3330,-,-,6,1,-,53.7,0.5,2,6.52,Granada,2015/2016
"Fran Rico 36,  M(C)",178,72,15(13),1447,2,1,6,-,0.6,77.7,1.2,-,6.52,Granada,2015/2016
"David Lombán 36,  D(C)",185,79,29(2),2627,-,-,6,-,0.4,78.8,1.4,-,6.51,Granada,2015/2016
"Javi Márquez 37,  M(C)",174,71,16(3),1314,-,1,6,-,1.1,71.5,0.6,-,6.42,Granada,2015/2016
"Diego Mainz 41,  D(C)",187,79,4(1),405,-,-,1,-,0.2,75.4,1.2,-,6.31,Granada,2015/2016
"Édgar Méndez 34,  M(LR),FW",187,80,7(8),743,1,-,4,-,0.7,69,0.5,-,6.27,Granada,2015/2016
"Rober Ibáñez 30,  AM(R)",175,67,7(11),696,-,1,4,-,0.6,87.8,0.2,-,6.19,Granada,2015/2016
"Uche Agbo 28,  D(C),DMC",186,80,3(3),255,-,-,3,-,-,85,0.8,-,6.18,Granada,2015/2016
"Nicolás López 30,  AM(CLR),FW",175,68,1(7),154,-,-,-,-,0.9,67.4,-,-,6.17,Granada,2015/2016
"David Barral 40,  FW",183,78,3(11),363,-,-,2,1,1.3,85.1,0.4,-,6.11,Granada,2015/2016
"Thievy Bifouma 31,  AM(CLR),FW",180,74,0(7),182,-,-,-,-,0.3,74.6,0.9,-,6.1,Granada,2015/2016
"Dória 29,  D(C)",189,82,7(1),624,-,-,3,1,0.3,60.5,0.6,-,6.01,Granada,2015/2016
"Ivan Kelava 36,  GK",196,92,1,1,-,-,1,-,-,-,-,-,6,Granada,2015/2016
"Salva Ruiz 28,  Defender",182,72,1(1),74,-,-,-,1,-,87.5,-,-,5.4,Granada,2015/2016
"Bernardo Espinosa 34,  D(C)",192,85,16,1338,1,-,5,1,0.8,69.6,4,1,7.09,Sporting Gijon,2015/2016
"Alberto García 39,  GK",181,77,6,540,-,-,-,-,-,43.5,-,1,7.05,Sporting Gijon,2015/2016
"Sergio Álvarez 32,  D(C),M(C)",183,74,26(1),2189,2,2,7,1,0.2,75.3,2.3,1,7.01,Sporting Gijon,2015/2016
"Carlos Carmona 36,  AM(R)",177,71,16(4),1224,2,3,4,-,0.7,73.8,1,-,6.82,Sporting Gijon,2015/2016
"Luis Hernández 34,  D(CR)",183,75,36,3224,-,-,4,1,0.3,81.3,1.2,-,6.82,Sporting Gijon,2015/2016
"Jony 32,  M(LR)",179,76,33(3),2873,5,7,4,-,1.5,67.4,0.3,4,6.8,Sporting Gijon,2015/2016
"Jorge Meré 26,  D(C)",182,77,24(1),2174,-,-,6,-,0.3,76.9,1.1,-,6.77,Sporting Gijon,2015/2016
"Ognjen Vranjes 34,  D(CR)",182,76,10(1),916,-,-,6,1,-,68.3,2.1,1,6.76,Sporting Gijon,2015/2016
"Alberto Lora 36,  D(R)",164,68,26(5),2411,-,4,7,-,0.2,75.8,0.8,-,6.74,Sporting Gijon,2015/2016
"Antonio Sanabria 28,  FW",180,70,27(2),2265,11,1,4,-,1.7,71.6,2.1,3,6.72,Sporting Gijon,2015/2016
"Iván Cuéllar 39,  GK",187,76,32,2880,-,2,4,-,-,34.2,0.3,3,6.68,Sporting Gijon,2015/2016
"Alen Halilovic 27,  AM(CR)",169,69,24(12),2349,3,5,6,-,1.6,78.7,0.1,1,6.67,Sporting Gijon,2015/2016
"Isma López 34,  D(L),M(L)",180,74,28(3),2502,2,-,8,-,0.5,71.5,0.4,-,6.64,Sporting Gijon,2015/2016
"Álex Menéndez 32,  M(L)",181,67,11(10),1033,2,1,1,-,0.8,65.7,0.8,-,6.59,Sporting Gijon,2015/2016
"Omar Mascarell 31,  D(C),DMC",181,76,20(6),1770,-,1,5,-,0.4,75.5,1.6,-,6.55,Sporting Gijon,2015/2016
"Rachid Ait-Atmane 31,  DMC",190,78,11(7),1056,-,2,2,-,0.3,78.4,0.3,-,6.54,Sporting Gijon,2015/2016
"Miguel Ángel Guerrero 33,  FW",182,77,13(10),1091,2,1,2,-,1,70.7,1,-,6.43,Sporting Gijon,2015/2016
"Pablo Pérez 30,  AM(R)",188,79,9(9),747,-,1,4,-,1,63.2,2.3,-,6.43,Sporting Gijon,2015/2016
"Roberto Canella 36,  D(L)",179,76,8(1),705,-,-,4,-,-,75.1,0.3,-,6.42,Sporting Gijon,2015/2016
"Nacho Cases 36,  M(C)",175,66,21(3),1966,1,-,10,2,0.9,84.8,0.9,-,6.41,Sporting Gijon,2015/2016
"Carlos Castro 28,  FW",177,68,7(18),1013,7,-,1,-,1,81.2,0.2,-,6.37,Sporting Gijon,2015/2016
"Daniel Ndi 28,  AM(C)",178,76,10(5),753,1,-,2,-,0.9,70,0.5,-,6.33,Sporting Gijon,2015/2016
"Alberto Guitián 33,  Defender",181,72,1,90,-,-,1,-,-,57.7,1,-,6.28,Sporting Gijon,2015/2016
"Juan Muñiz 32,  Midfielder",174,76,0(4),57,-,-,1,-,-,80.8,0.3,-,6.28,Sporting Gijon,2015/2016
"Álex Barrera 32,  Midfielder",190,78,0(5),57,-,-,-,-,0.4,72.4,0.6,-,6.15,Sporting Gijon,2015/2016
"Igor Lichnovsky 30,  Defender",187,80,2,180,-,-,-,-,-,70.4,-,-,6.11,Sporting Gijon,2015/2016
"Hugo Fraile 37,  Midfielder",176,73,1(2),83,-,-,-,-,-,57.7,-,-,6.07,Sporting Gijon,2015/2016
"Mendi 30,  Forward",183,80,0(1),29,-,-,-,-,1,57.1,1,-,5.94,Sporting Gijon,2015/2016
"Roberto Trashorras 43,  M(C)",179,71,35(1),3119,3,7,10,-,0.9,87.3,0.5,5,7.01,Rayo Vallecano,2015/2016
"Diego Llorente 30,  D(C),DMC",186,75,33,2877,2,-,11,1,0.4,79.6,3,1,6.95,Rayo Vallecano,2015/2016
"Bebé 33,  AM(LR),FW",190,83,27(7),2246,3,6,3,-,2.4,72.6,0.8,1,6.87,Rayo Vallecano,2015/2016
"Miku Fedor 38,  FW",185,91,18(4),1549,9,4,4,-,1.9,74.3,1.4,2,6.87,Rayo Vallecano,2015/2016
"Quini 34,  D(LR)",178,74,22(5),2048,-,1,7,-,0.7,69.4,1.1,-,6.85,Rayo Vallecano,2015/2016
"Razvan Rat 42,  D(L)",178,72,8(2),734,-,-,3,-,0.8,70.3,2.2,-,6.82,Rayo Vallecano,2015/2016
"Toño 44,  GK",182,81,10,808,-,-,-,1,-,67.3,0.5,1,6.78,Rayo Vallecano,2015/2016
"Zé Castro 41,  D(C)",183,76,22,1720,2,-,6,1,0.5,76.1,2.2,-,6.76,Rayo Vallecano,2015/2016
"Javi Guerra 42,  FW",178,76,23(7),2092,12,-,8,-,2.4,74.9,2.3,2,6.75,Rayo Vallecano,2015/2016
"Tito 38,  D(CLR)",175,64,29,2488,1,3,4,2,0.4,78.1,1.5,-,6.74,Rayo Vallecano,2015/2016
"Pablo Hernández 38,  M(CLR)",173,64,24(3),1917,3,4,3,-,1.3,77.1,0.2,-,6.74,Rayo Vallecano,2015/2016
"Adri Embarba 31,  AM(CLR),FW",173,66,19(9),1833,2,5,5,-,1.5,71.3,1,-,6.7,Rayo Vallecano,2015/2016
"José Crespo 37,  D(CL),M(R)",185,73,9,718,-,-,4,-,0.1,81.9,1.3,-,6.7,Rayo Vallecano,2015/2016
"Jozabed 33,  M(C)",180,65,24(3),2062,9,2,3,-,1.7,85.2,0.3,1,6.69,Rayo Vallecano,2015/2016
"Juan Carlos 36,  GK",186,85,19(2),1801,-,-,1,-,-,64.6,0.4,1,6.66,Rayo Vallecano,2015/2016
"Antonio Amaya 40,  D(C)",192,86,10(7),1030,1,-,4,1,0.2,75.1,2.4,-,6.5,Rayo Vallecano,2015/2016
"Manucho 41,  FW",190,84,5(23),930,4,1,3,-,0.9,64.9,2.7,1,6.44,Rayo Vallecano,2015/2016
"Lass Bangoura 31,  M(LR)",174,68,7(9),803,-,1,2,-,1.1,71.6,0.4,-,6.44,Rayo Vallecano,2015/2016
"Nacho Martínez 35,  D(LR),M(L)",174,63,22,1714,-,-,7,-,0.7,72.9,1.1,-,6.43,Rayo Vallecano,2015/2016
"Raúl Baena 35,  M(C)",181,72,22(2),1840,1,1,10,1,0.4,78,0.8,-,6.43,Rayo Vallecano,2015/2016
"Piti 42,  M(CLR)",174,69,4(4),337,-,-,1,-,0.9,62,0.6,-,6.28,Rayo Vallecano,2015/2016
"Manuel Iturra 39,  DMC",174,73,4(2),384,-,-,2,1,-,80.9,1.5,-,6.26,Rayo Vallecano,2015/2016
"Yoel Rodríguez 35,  GK",186,78,10,811,-,-,1,1,-,56.7,-,-,6.25,Rayo Vallecano,2015/2016
"Aras Özbiliz 34,  AM(R)",175,72,1(2),99,-,1,1,-,0.3,77.8,0.3,-,6.25,Rayo Vallecano,2015/2016
"Patrick Ebert 37,  M(CLR)",176,68,7(2),557,-,-,3,1,1.1,77.3,0.7,-,6.15,Rayo Vallecano,2015/2016
"Chechu Dorado 41,  D(C)",180,70,4(6),469,-,-,2,-,0.1,79.5,0.3,-,6.13,Rayo Vallecano,2015/2016
"Luis Fariña 32,  AM(CL)",177,74,0(3),52,-,-,-,-,-,88.9,-,-,6.1,Rayo Vallecano,2015/2016
"Joni Montiel 25,  Midfielder",173,67,1(7),210,-,-,-,-,0.3,76.8,0.3,-,6.08,Rayo Vallecano,2015/2016
"Zhang Chengdong 35,  D(CR),M(CLR)",184,73,0(1),8,-,-,-,-,-,100,-,-,5.98,Rayo Vallecano,2015/2016
"Pablo Sarabia 31,  D(L),M(CLR),FW",174,70,30(1),2535,7,6,9,-,2,75,0.2,2,7.12,Getafe,2015/2016
"Emiliano Velázquez 29,  D(C)",184,79,12,975,3,1,7,-,0.7,66.7,1.5,-,6.9,Getafe,2015/2016
"Alexis Ruano 38,  D(CLR)",182,75,15,1350,1,-,7,-,0.1,79,1.9,-,6.89,Getafe,2015/2016
"Roberto Lago 38,  D(L)",178,70,17,1371,-,2,6,-,0.2,78.5,0.8,1,6.83,Getafe,2015/2016
"Javi Noblejas 31,  Defender",188,80,1,90,-,-,1,-,-,69.6,-,-,6.82,Getafe,2015/2016
"Juan Cala 34,  D(C)",185,78,21(1),1910,1,1,10,1,0.3,74.3,1,1,6.77,Getafe,2015/2016
"Juan Rodríguez 41,  M(C)",185,72,30(2),2516,-,1,11,-,0.7,78.1,2.3,-,6.76,Getafe,2015/2016
"Miguel Ángel 29,  Defender",177,72,2(1),201,-,-,1,-,-,84.7,1,-,6.72,Getafe,2015/2016
"Karim Yoda 35,  D(L),M(R)",182,85,8(10),973,-,-,3,-,0.4,77.1,0.4,-,6.67,Getafe,2015/2016
"Pedro León 37,  M(LR)",183,70,23(8),1849,2,4,5,-,1.5,69.3,1.2,1,6.66,Getafe,2015/2016
"Mehdi Lacen 40,  M(C)",176,74,31,2664,-,-,8,-,0.4,81.7,1.4,-,6.66,Getafe,2015/2016
"Damián Suárez 35,  D(R),M(R)",172,61,30(1),2635,-,3,7,1,0.3,75,0.5,-,6.64,Getafe,2015/2016
"Vicente Guaita 37,  GK",190,81,38,3420,-,-,2,-,-,44.2,0.5,-,6.62,Getafe,2015/2016
"Santiago Vergini 35,  D(CR)",191,83,24(2),2202,-,-,7,1,0.3,82.5,1,-,6.61,Getafe,2015/2016
"Ángel Lafita 39,  M(CLR),FW",187,73,12(2),1020,3,2,5,-,2,66.3,1.6,-,6.59,Getafe,2015/2016
"Álvaro Medrán Just 30,  M(C)",170,69,16(4),1486,2,1,7,-,1.6,81.4,1.6,-,6.52,Getafe,2015/2016
"Víctor Rodríguez 34,  AM(CLR)",170,70,26(7),2309,2,2,1,-,1.4,86.1,0.2,1,6.48,Getafe,2015/2016
"Emiliano Buendía 27,  M(CLR),FW",172,72,6(11),740,1,-,5,1,0.8,81.8,0.5,-,6.46,Getafe,2015/2016
"Moi Gómez 29,  M(CLR)",176,71,9(13),915,2,3,3,-,0.7,85.8,0.1,-,6.42,Getafe,2015/2016
"Carlos Vigaray 29,  D(CLR)",182,80,14,1194,1,-,5,1,0.3,77.8,0.9,-,6.41,Getafe,2015/2016
"Stefan Scepovic 34,  FW",186,76,17(17),1810,6,1,4,-,0.9,69.3,0.9,-,6.37,Getafe,2015/2016
"Álvaro Vázquez 32,  FW",182,75,24(10),1992,5,4,6,-,1.4,68.7,0.7,2,6.37,Getafe,2015/2016
"Wanderson 29,  AM(LR),FW",176,74,6(14),760,-,-,2,-,1.2,79.6,0.1,-,6.31,Getafe,2015/2016
"Bernard Mensah 29,  M(C)",181,73,0(8),53,-,-,-,-,0.3,87.5,0.1,-,6.16,Getafe,2015/2016
"Álvaro Pereira 38,  D(L),M(L)",180,78,6,412,-,-,2,1,0.3,61.2,1,-,6.12,Getafe,2015/2016
"Ian González 31,  Forward",189,78,0(1),13,-,-,-,-,1,90,-,-,6.11,Getafe,2015/2016
"Henok Goitom 39,  FW",189,74,1(1),124,-,-,-,-,2,57.6,2.5,-,6.02,Getafe,2015/2016
"José Luís Morales 36,  D(R),M(CLR),FW",180,70,31(4),2676,7,5,4,-,2,71.6,0.5,4,6.92,Levante,2015/2016
"Deyverson 32,  FW",187,80,24(9),2166,9,1,10,2,2.1,55.2,4.3,1,6.83,Levante,2015/2016
"Zouhair Feddal 34,  D(C)",192,84,28,2520,1,1,9,1,0.5,73.9,1.9,1,6.82,Levante,2015/2016
"Toño 34,  D(L),M(L)",179,69,26(1),2387,-,1,8,-,0.4,71.8,1.3,-,6.81,Levante,2015/2016
"Giuseppe Rossi 37,  FW",173,72,15(2),1162,6,2,1,-,1.9,79.1,0.5,-,6.77,Levante,2015/2016
"José Mari Martín 36,  DMC",180,69,10(2),802,-,-,5,-,1,77.9,2,-,6.74,Levante,2015/2016
"Simao Mate 35,  D(C),M(C)",180,78,26(4),2181,1,-,10,2,0.3,76.4,3.2,1,6.7,Levante,2015/2016
"Jefferson Lerma 29,  D(R),DMC",179,70,31(2),2686,1,2,11,-,1.1,75.1,1.9,-,6.68,Levante,2015/2016
"Carl Medjani 38,  D(C),DMC",184,78,14,1260,1,-,1,-,0.4,76.2,1.5,-,6.66,Levante,2015/2016
"Iván López 30,  D(R)",175,69,10(3),957,-,-,3,-,0.5,69,0.5,-,6.65,Levante,2015/2016
"Diego Mariño 33,  GK",187,75,23,2070,-,-,1,-,-,62.6,0.3,-,6.64,Levante,2015/2016
"Joan Verdú 40,  M(CR)",178,71,10(3),907,1,1,-,-,0.7,85.2,0.5,-,6.62,Levante,2015/2016
"Verza 37,  M(C)",182,78,23(6),2127,2,3,13,-,0.9,82.2,0.3,-,6.62,Levante,2015/2016
"Pedro López 40,  D(R),M(R)",174,72,16(1),1299,1,-,8,-,0.4,76.4,0.6,-,6.62,Levante,2015/2016
"Juanfran 47,  D(CL)",183,78,20(1),1519,-,1,8,1,0.1,64.9,0.9,1,6.55,Levante,2015/2016
"Víctor Casadesús 39,  AM(C),FW",180,79,8(15),942,3,1,4,-,0.5,70.1,2.1,2,6.45,Levante,2015/2016
"Rubén García 30,  AM(CLR),FW",171,72,9(13),1012,1,-,5,-,0.7,69.1,0.3,-,6.44,Levante,2015/2016
"Mauricio Cuero 31,  AM(LR)",176,76,5(8),480,-,1,1,-,0.8,65.3,0.1,-,6.44,Levante,2015/2016
"Víctor Camarasa 29,  M(CR)",183,76,21(13),2113,2,3,4,-,0.8,84.9,0.9,-,6.44,Levante,2015/2016
"Ángel Trujillo 36,  D(C)",177,78,8,668,-,-,-,-,0.3,76.9,0.4,-,6.44,Levante,2015/2016
"David Navarro 43,  D(C)",188,82,20,1693,-,-,3,1,0.4,79.3,1.5,-,6.43,Levante,2015/2016
"Rubén Martínez 39,  GK",188,79,15,1350,-,-,4,-,-,49,0.2,-,6.33,Levante,2015/2016
"Nikos Karámpelas 39,  D(L)",180,70,1,90,-,-,1,-,-,50,-,-,6.32,Levante,2015/2016
"Nabil Ghilas 33,  AM(L),FW",183,75,10(10),1010,-,1,1,-,1,60.9,1.7,-,6.21,Levante,2015/2016
"Roger Martí 33,  FW",179,74,7(9),646,-,-,4,-,1.3,59.2,0.7,-,6.17,Levante,2015/2016
"Jordi Xumetra 38,  AM(R)",172,70,5(8),527,-,-,5,-,0.6,70.7,0.7,-,6.06,Levante,2015/2016
"Lucas Orbán 35,  D(CL)",184,76,3,270,-,-,1,-,-,76.6,2,-,5.99,Levante,2015/2016
